;;;0
1;9;1;-0.0
1;9;2;-0.0
1;9;3;-0.0
1;9;4;-0.0
1;9;5;-0.0
1;9;6;-0.0
1;9;7;-0.0
1;9;8;-0.0
2;9;1;-0.0
2;9;2;-0.0
2;9;3;-0.0
2;9;4;-0.0
2;9;5;-0.0
2;9;6;-0.0
2;9;7;-0.0
2;9;8;-0.0
3;9;1;-0.0
3;9;2;-0.0
3;9;3;-0.0
3;9;4;-0.0
3;9;5;-0.0
3;9;6;-0.0
3;9;7;-0.0
3;9;8;-0.0
4;9;1;-0.0
4;9;2;-0.0
4;9;3;-0.0
4;9;4;-0.0
4;9;5;-0.0
4;9;6;-0.0
4;9;7;-0.0
4;9;8;-0.0
5;9;1;-0.0
5;9;2;-0.0
5;9;3;-0.0
5;9;4;-0.0
5;9;5;-0.0
5;9;6;-0.0
5;9;7;-0.0
5;9;8;-0.0
6;9;1;-0.0
6;9;2;-0.0
6;9;3;-0.0
6;9;4;-0.0
6;9;5;-0.0
6;9;6;-0.0
6;9;7;-0.0
6;9;8;-0.0
7;9;1;-0.0
7;9;2;-0.0
7;9;3;-0.0
7;9;4;-0.0
7;9;5;-0.0
7;9;6;-0.0
7;9;7;-0.0
7;9;8;-0.0
8;9;1;-0.0
8;9;2;-0.0
8;9;3;-0.0
8;9;4;-0.0
8;9;5;-0.0
8;9;6;-0.0
8;9;7;-0.0
8;9;8;-0.0
9;9;1;-0.0
9;9;2;-0.0
9;9;3;-0.0
9;9;4;-0.0
9;9;5;-0.0
9;9;6;-0.0
9;9;7;-0.0
9;9;8;-0.0
10;9;1;-0.0
10;9;2;-0.0
10;9;3;-0.0
10;9;4;-0.0
10;9;5;-0.0
10;9;6;-0.0
10;9;7;-0.0
10;9;8;-0.0
11;9;1;-0.0
11;9;2;-0.0
11;9;3;-0.0
11;9;4;-0.0
11;9;5;-0.0
11;9;6;-0.0
11;9;7;-0.0
11;9;8;-0.0
12;9;1;-0.0
12;9;2;-0.0
12;9;3;-0.0
12;9;4;-0.0
12;9;5;-0.0
12;9;6;-0.0
12;9;7;-0.0
12;9;8;-0.0
13;9;1;-0.0
13;9;2;-0.0
13;9;3;-0.0
13;9;4;-0.0
13;9;5;-0.0
13;9;6;-0.0
13;9;7;-0.0
13;9;8;-0.0
14;9;1;-0.0
14;9;2;-0.0
14;9;3;-0.0
14;9;4;-0.0
14;9;5;-0.0
14;9;6;-0.0
14;9;7;-0.0
14;9;8;-0.0
15;9;1;-0.0
15;9;2;-0.0
15;9;3;-0.0
15;9;4;-0.0
15;9;5;-0.0
15;9;6;-0.0
15;9;7;-0.0
15;9;8;-0.0
16;9;1;-0.0
16;9;2;-0.0
16;9;3;-0.0
16;9;4;-0.0
16;9;5;-0.0
16;9;6;-0.0
16;9;7;-0.0
16;9;8;-0.0
17;9;1;-0.0
17;9;2;-0.0
17;9;3;-0.0
17;9;4;-3.0816045662100464
17;9;5;-0.0
17;9;6;-0.0
17;9;7;-0.0
17;9;8;-0.0
18;9;1;-0.9448782343987929
18;9;2;-0.0
18;9;3;-0.0
18;9;4;-11.658899847792995
18;9;5;-0.0
18;9;6;-0.0
18;9;7;-0.0
18;9;8;-0.0
19;9;1;-0.0
19;9;2;-0.0
19;9;3;-0.0
19;9;4;-0.0
19;9;5;-0.0
19;9;6;-0.0
19;9;7;-0.0
19;9;8;-0.0
20;9;1;-0.0
20;9;2;-0.0
20;9;3;-0.0
20;9;4;-0.0
20;9;5;-0.0
20;9;6;-0.0
20;9;7;-0.0
20;9;8;-0.0
21;9;1;-0.0
21;9;2;0.0
21;9;3;-0.0
21;9;4;0.0
21;9;5;0.0
21;9;6;-0.0
21;9;7;0.0
21;9;8;-0.0
22;9;1;-0.0
22;9;2;-0.0
22;9;3;-0.737160121765601
22;9;4;-0.0
22;9;5;-0.0
22;9;6;-0.0
22;9;7;-0.0
22;9;8;-0.0
23;9;1;-0.0
23;9;2;-0.0
23;9;3;-0.0
23;9;4;-0.0
23;9;5;-0.0
23;9;6;-0.0
23;9;7;-0.0
23;9;8;-0.0
24;9;1;-0.0
24;9;2;-0.0
24;9;3;-0.0
24;9;4;-0.0
24;9;5;-0.0
24;9;6;-0.0
24;9;7;-0.0
24;9;8;-0.0
25;9;1;-0.0
25;9;2;-0.0
25;9;3;-0.0
25;9;4;-0.0
25;9;5;-0.0
25;9;6;-0.0
25;9;7;-0.0
25;9;8;-0.0
26;9;1;-0.0
26;9;2;-0.0
26;9;3;-0.0
26;9;4;-0.0
26;9;5;-0.0
26;9;6;-0.0
26;9;7;-0.0
26;9;8;-0.0
27;9;1;-0.0
27;9;2;-0.0
27;9;3;-0.0
27;9;4;-0.0
27;9;5;-0.0
27;9;6;-0.0
27;9;7;-0.0
27;9;8;-0.0
28;9;1;-0.0
28;9;2;-0.0
28;9;3;-0.0
28;9;4;-0.0
28;9;5;-0.0
28;9;6;-0.0
28;9;7;-0.0
28;9;8;-0.0
29;9;1;-0.0
29;9;2;-0.0
29;9;3;-0.0
29;9;4;-0.0
29;9;5;-0.0
29;9;6;-0.0
29;9;7;-0.0
29;9;8;-0.0
30;9;1;-0.0
30;9;2;-0.0
30;9;3;-0.0
30;9;4;-0.0
30;9;5;-0.0
30;9;6;-0.0
30;9;7;-0.0
30;9;8;-0.0
31;9;1;-0.0
31;9;2;-0.0
31;9;3;-0.0
31;9;4;-0.0
31;9;5;-0.0
31;9;6;-0.0
31;9;7;-0.0
31;9;8;-0.0
32;9;1;-0.0
