;;;0
1;1;1;0.0002802189706253149
1;1;2;0.0002666213596822995
1;2;1;0.0
1;2;2;0.0002629831431753235
1;3;1;0.00018375764309127608
1;3;2;0.00039020318540931224
1;4;1;0.0
1;4;2;0.0002596721875525301
1;5;1;0.0
1;5;2;0.0003850674745755588
1;6;1;0.00014206983316523774
1;6;2;0.000257876061102706
1;7;1;0.00018018114914271268
1;7;2;0.00023389619053622442
1;8;1;0.00037900697596234673
1;8;2;0.00024805022377710545
1;9;1;0.0
1;9;2;0.0
1;10;1;0.0005571866069927724
1;10;2;0.0
1;11;1;0.0
1;11;2;0.0
1;12;1;0.0
1;12;2;0.0
1;13;1;0.0
1;13;2;0.0
1;14;1;0.0
1;14;2;0.00022748308539250324
1;15;1;0.0
1;15;2;0.0
1;16;1;0.0
1;16;2;0.0
1;17;1;0.00036329346318709094
1;17;2;0.0002743347096150613
1;18;1;0.0
1;18;2;0.00025715810955622803
1;19;1;0.00048308696839805015
1;19;2;0.00029832548012270966
1;20;1;0.0006121460802235668
1;20;2;0.000337846828248445
1;21;1;0.0005159568572449152
1;21;2;0.00031814603819969764
1;22;1;0.0006282341307362582
1;22;2;0.00024430878614052854
1;23;1;0.0004429189779794924
1;23;2;0.0002755736258194657
1;24;1;0.00026377227265086565
1;24;2;0.00020214216675071414
1;25;1;0.00030826872163388844
1;25;2;0.00034377363842662663
1;26;1;0.0008043451367876959
1;26;2;0.0003581744305765675
1;27;1;0.0008557002752563455
1;27;2;0.0002995326157757604
1;28;1;0.0007947743318204744
1;28;2;0.00024152010842158346
1;29;1;0.000508328605648008
1;29;2;0.00034965973798117367
1;30;1;0.0008414778219028413
1;30;2;0.00028030603883005573
1;31;1;0.0007577037632375188
1;31;2;0.00037834102895444613
1;32;1;0.00021382821692721477
1;32;2;0.00020886335938813242
1;33;1;0.0003075908240880827
1;33;2;0.00036145688876281705
1;34;1;0.0005244342536560771
1;34;2;0.00035993943309800005
1;35;1;0.0005086948699361239
1;35;2;0.00029760700327786206
1;36;1;0.0005776912348714065
1;36;2;0.0003308481467473529
1;37;1;0.0006528178317784499
1;37;2;0.0003813151369978156
1;38;1;0.00047298193498907453
1;38;2;0.0
1;39;1;0.0005156876418305593
1;39;2;0.00030470838061018665
1;40;1;0.00030268059757942496
1;40;2;0.00023409790511010243
1;41;1;0.0
1;41;2;0.0
1;42;1;0.00026330199928559396
1;42;2;0.0
1;43;1;0.00045464153639267126
1;43;2;0.0
1;44;1;0.0005101158020255501
1;44;2;0.0
1;45;1;5.7331458018154745e-05
1;45;2;0.0
1;46;1;0.0005096728441754921
1;46;2;0.0
1;47;1;0.00043758431038830043
1;47;2;0.0
1;48;1;0.00026991156601949913
1;48;2;0.0
1;49;1;0.00038287015149604997
1;49;2;0.00032636039145234497
1;50;1;0.00034737429610018475
1;50;2;0.00037250351949907537
1;51;1;0.000552170007564296
1;51;2;0.00036595449340225247
1;52;1;0.0006598083711548155
1;52;2;0.0003359918683812403
1;53;1;2.3190347117162243e-05
1;53;2;0.0003914422329383089
1;54;1;0.0005777071251470837
1;54;2;0.00021948607434022573
1;55;1;0.0006042935262228948
1;55;2;0.00039662220015969043
1;56;1;0.0002708140286182552
1;56;2;0.00036222329908387887
1;57;1;0.00032808901706169184
1;57;2;0.000286385054210792
1;58;1;0.00028054662548327494
1;58;2;0.0003501462955958988
1;59;1;0.0005402456032526473
1;59;2;0.00023587879790721151
1;60;1;0.00048498907379391457
1;60;2;0.0002595314075895105
