;;;;0
1;1;1;1;8.076217278423325e-05
1;1;1;2;0.0003193384654984031
1;1;2;1;0.00039776078437552535
1;1;2;2;0.0003949531959152799
1;1;3;1;0.00022015504181375023
1;1;3;2;0.00033030656412842495
1;1;4;1;5.000488896775175
1;1;4;2;0.0005013703721213652
1;1;5;1;0.00028868205265590856
1;1;5;2;0.0002324005347537401
1;1;6;1;0.00022670498718271978
1;1;6;2;0.00036489575453857795
1;1;7;1;0.00030777861825516894
1;1;7;2;0.00034951803874600776
1;1;8;1;0.00017220812003577622
1;1;8;2;0.000301698289628509
1;2;1;1;0.00024444785888384606
1;2;1;2;0.0003754136724659607
1;2;2;1;0.00036058331757438225
1;2;2;2;0.0003739433623298034
1;2;3;1;0.0003406641347285258
1;2;3;2;0.00034218579278029926
1;2;4;1;5.000444801302637
1;2;4;2;0.0007027239346949072
1;2;5;1;0.0002967872751722979
1;2;5;2;0.0002986166267439906
1;2;6;1;0.0003600188844763826
1;2;6;2;0.0002028842820221886
1;2;7;1;0.000125907534982872
1;2;7;2;0.0003987156454866365
1;2;8;1;0.0002151519688182888
1;2;8;2;0.0003537568026138847
1;3;1;1;0.00038238188666162384
1;3;1;2;0.00021315268322407127
1;3;2;1;0.0002576797308371155
1;3;2;2;0.0002533193603967053
1;3;3;1;0.00021809889267103714
1;3;3;2;0.000278220866952429
1;3;4;1;5.000412498760947
1;3;4;2;0.0005359251554883173
1;3;5;1;0.00025697281055639604
1;3;5;2;0.00032321030845520256
1;3;6;1;0.00029165340288283745
1;3;6;2;0.00039627445263909906
1;3;7;1;0.00018167168326609515
1;3;7;2;0.00038114218250966553
1;3;8;1;0.00030272721780971593
1;3;8;2;0.00031162262039838626
1;4;1;1;0.00034172878319885697
1;4;1;2;0.0002498705139519247
1;4;2;1;0.0002862436176248109
1;4;2;2;0.00036892873277021346
1;4;3;1;0.00039029025361405283
1;4;3;2;0.00025297240082366784
1;4;4;1;5.000391776322702
1;4;4;2;0.0005160637554631031
1;4;5;1;0.0003868347096150614
1;4;5;2;0.00030604500231131283
1;4;6;1;0.00031254228651874267
1;4;6;2;0.00032557782820642127
1;4;7;1;0.00011269107728189616
1;4;7;2;0.0002504496554042697
1;4;8;1;0.0002350712829887376
1;4;8;2;0.0003379612119683981
1;5;1;1;0.00035305001365775764
1;5;1;2;0.00024385361510337872
1;5;2;1;0.00038587774731047237
1;5;2;2;0.0003017472737014625
1;5;3;1;0.00035082366784333505
1;5;3;2;0.00027442151517061695
1;5;4;1;5.000382683346052
1;5;4;2;0.0005568279595310143
1;5;5;1;0.00022876323751891073
1;5;5;2;0.00021217181984367124
1;5;6;1;0.00035305198352664316
1;5;6;2;0.00035220034354513363
1;5;7;1;0.00015573445223108568
1;5;7;2;0.0003856196944864683
1;5;8;1;0.0003142124726844848
1;5;8;2;0.0003160196304000673
1;6;1;1;0.00023655065452176836
1;6;1;2;0.00035887819906707015
1;6;2;1;0.0002846594490670701
1;6;2;2;0.00035852322869389815
1;6;3;1;0.00038068267776096825
1;6;3;2;0.0003074891788535889
1;6;4;1;5.000461491952985
1;6;4;2;0.0006082062111279208
1;6;5;1;0.000268813429778114
1;6;5;2;0.00022187775781643974
1;6;6;1;0.00015560716612035628
1;6;6;2;0.0002818077355437889
1;6;7;1;0.00037672796898638423
1;6;7;2;0.00022239044902504622
1;6;8;1;0.00039676967767692054
1;6;8;2;0.0003596476298537569
1;7;1;1;0.00011457107723200936
1;7;1;2;0.0003463950086148933
1;7;2;1;0.0003008025245839637
1;7;2;2;0.00036550851508656917
1;7;3;1;0.0003973817816019499
1;7;3;2;0.0002610546415363927
1;7;4;1;5.0003766716596205
1;7;4;2;0.000604580076483443
1;7;5;1;0.0002085347852580266
1;7;5;2;0.0002815457429820138
1;7;6;1;0.000328927261934779
1;7;6;2;0.00023966186543956968
1;7;7;1;0.00036151112581946543
1;7;7;2;0.00030129945684148596
1;7;8;1;0.00026960098335854763
1;7;8;2;0.0002134578815767356
1;8;1;1;5.861239809211636e-05
1;8;1;2;0.00024814083774583965
1;8;2;1;0.00033718127521432175
1;8;2;2;0.00029153626134644477
1;8;3;1;0.00038070355837115485
1;8;3;2;0.00027025195936291815
1;8;4;1;5.000581985109895
1;8;4;2;0.0005673415437468482
1;8;5;1;0.00026218180051269124
1;8;5;2;0.00035666721822995463
1;8;6;1;0.00030585313708186254
1;8;6;2;0.0003008779048999832
1;8;7;1;0.00018796527018842833
1;8;7;2;0.0003717003382921499
1;8;8;1;4.282836401075813e-05
1;8;8;2;0.0003753290994284754
1;9;1;1;0.0
1;9;1;2;0.0002798949928559422
1;9;2;1;0.0
1;9;2;2;3.0835670911077506e-05
1;9;3;1;0.0
1;9;3;2;0.0003139775329887376
1;9;4;1;0.0
1;9;4;2;0.0
1;9;5;1;0.0
1;9;5;2;0.00039783800323583794
1;9;6;1;0.0
1;9;6;2;0.0002147435493360229
1;9;7;1;0.0
1;9;7;2;0.00039216530614388974
1;9;8;1;0.0
1;9;8;2;0.00035285197617246605
1;10;1;1;0.0
1;10;1;2;2.8781360312657553e-05
1;10;2;1;0.0
1;10;2;2;0.00038570479282232304
1;10;3;1;0.0
1;10;3;2;0.00028705586022860984
1;10;4;1;0.0
1;10;4;2;0.0
1;10;5;1;0.0
1;10;5;2;0.0003229929662548328
1;10;6;1;0.0
1;10;6;2;0.00020465913388804843
1;10;7;1;0.0
1;10;7;2;0.0003783833154731888
1;10;8;1;0.0
1;10;8;2;0.0001631580675323584
1;11;1;1;0.0
1;11;1;2;0.0003170431742729871
1;11;2;1;0.0
1;11;2;2;0.0
1;11;3;1;0.0
1;11;3;2;0.00021226335308455202
1;11;4;1;0.0
1;11;4;2;0.0
1;11;5;1;0.0
1;11;5;2;0.0003167185398806524
1;11;6;1;0.0
1;11;6;2;0.00020170524983190453
1;11;7;1;0.0
1;11;7;2;0.0003390640758951085
1;11;8;1;0.0
1;11;8;2;0.00022420588018994792
1;12;1;1;0.0
1;12;1;2;0.00023517411014456214
1;12;2;1;0.0
1;12;2;2;0.00036730608610690874
1;12;3;1;0.0
1;12;3;2;0.00029336062258362755
1;12;4;1;0.0
1;12;4;2;0.0
1;12;5;1;0.0
1;12;5;2;0.00030680300785846363
1;12;6;1;0.0
1;12;6;2;0.00023181062468482098
1;12;7;1;0.0
1;12;7;2;0.00034080360144562186
1;12;8;1;0.0
1;12;8;2;4.801502878635063e-05
1;13;1;1;0.0
1;13;1;2;0.00035343190557236517
1;13;2;1;0.0
1;13;2;2;0.00038551384686501933
1;13;3;1;0.0
1;13;3;2;0.00036286403177004543
1;13;4;1;0.0
1;13;4;2;0.0
1;13;5;1;0.0
1;13;5;2;0.00018173563834257865
1;13;6;1;0.0
1;13;6;2;0.00036759408093797275
1;13;7;1;0.0
1;13;7;2;0.00029994221717935787
1;13;8;1;0.0
1;13;8;2;0.00019433203059337687
1;14;1;1;0.0
1;14;1;2;0.0003843123581694402
1;14;2;1;0.0
1;14;2;2;0.00024052821377542447
1;14;3;1;0.0
1;14;3;2;0.00022461167318036653
1;14;4;1;0.0
1;14;4;2;0.0
1;14;5;1;0.0
1;14;5;2;9.247956589342746e-05
1;14;6;1;0.0
1;14;6;2;0.0002826786802403765
1;14;7;1;0.0
1;14;7;2;0.0002913415069759623
1;14;8;1;0.0
1;14;8;2;0.00021941423978819968
1;15;1;1;0.0
1;15;1;2;0.00023769764351151454
1;15;2;1;0.0
1;15;2;2;0.00017014689968902332
1;15;3;1;0.0
1;15;3;2;0.00038778064065389143
1;15;4;1;0.0
1;15;4;2;0.0
1;15;5;1;0.0
1;15;5;2;0.00026213806942343253
1;15;6;1;0.0
1;15;6;2;0.0002079057404605816
1;15;7;1;0.0
1;15;7;2;0.00021018947512186923
1;15;8;1;0.0
1;15;8;2;0.0001354979565893427
1;16;1;1;0.0
1;16;1;2;0.00027081862497898814
1;16;2;1;0.0
1;16;2;2;0.0002837517334846193
1;16;3;1;0.0
1;16;3;2;0.0002365468461085897
1;16;4;1;0.0
1;16;4;2;0.0
1;16;5;1;0.0
1;16;5;2;0.0003575049378046731
1;16;6;1;0.0
1;16;6;2;0.000309006109220037
1;16;7;1;0.0
1;16;7;2;0.00036560398806522105
1;16;8;1;0.0
1;16;8;2;0.0
1;17;1;1;0.0
1;17;1;2;0.0003976146201042192
1;17;2;1;0.0
1;17;2;2;0.00023592765065557237
1;17;3;1;0.0
1;17;3;2;0.00027410791204404104
1;17;4;1;0.0
1;17;4;2;2.7978047781139406e-05
1;17;5;1;0.0
1;17;5;2;0.00037668594511682636
1;17;6;1;0.0
1;17;6;2;0.00020644803748529167
1;17;7;1;0.0
1;17;7;2;0.0002404580864430997
1;17;8;1;0.0
1;17;8;2;0.0003945085308455202
1;18;1;1;0.0
1;18;1;2;0.00034281851466633044
1;18;2;1;0.0
1;18;2;2;0.0002330786949487309
1;18;3;1;0.0
1;18;3;2;0.0002839290216843167
1;18;4;1;0.0
1;18;4;2;0.0
1;18;5;1;0.0
1;18;5;2;0.00024190462682803835
1;18;6;1;0.0
1;18;6;2;0.0003353122636157338
1;18;7;1;0.0
1;18;7;2;0.00033780335980837116
1;18;8;1;0.0
1;18;8;2;0.0003402245913178681
1;19;1;1;0.0
1;19;1;2;0.0001699307394099844
1;19;2;1;0.0
1;19;2;2;0.00022176455601781813
1;19;3;1;0.0
1;19;3;2;0.0003109483999411666
1;19;4;1;0.0
1;19;4;2;0.0
1;19;5;1;0.0
1;19;5;2;0.0002990138836359052
1;19;6;1;0.0
1;19;6;2;0.00022003382921499413
1;19;7;1;0.0
1;19;7;2;0.0002617320137838292
1;19;8;1;0.0
1;19;8;2;0.00030571511493528326
1;20;1;1;0.0
1;20;1;2;0.00035546546688519084
1;20;2;1;0.0
1;20;2;2;0.0002936924798285426
1;20;3;1;0.0
1;20;3;2;0.0002844754633131619
1;20;4;1;0.0
1;20;4;2;3.639529752899655e-05
1;20;5;1;0.0
1;20;5;2;0.0002915874779374685
1;20;6;1;0.0
1;20;6;2;0.00027487944402420576
1;20;7;1;0.0
1;20;7;2;0.0002134379202386956
1;20;8;1;0.0
1;20;8;2;0.00024073596928055136
1;21;1;1;0.0
1;21;1;2;0.000308591254832745
1;21;2;1;0.0
1;21;2;2;0.0002958796909144394
1;21;3;1;0.0
1;21;3;2;0.00014599249873928377
1;21;4;1;0.0
1;21;4;2;0.0
1;21;5;1;0.0
1;21;5;2;0.00033988905698436716
1;21;6;1;0.0
1;21;6;2;0.00037914854387291984
1;21;7;1;0.0
1;21;7;2;0.0002664163619936124
1;21;8;1;0.0
1;21;8;2;0.00027797528996469995
1;22;1;1;0.0
1;22;1;2;0.0002365476340561439
1;22;2;1;0.0
1;22;2;2;0.00036639718860312663
1;22;3;1;0.0
1;22;3;2;0.0002288350720709363
1;22;4;1;0.0
1;22;4;2;4.20929462934946e-05
1;22;5;1;0.0
1;22;5;2;0.0002342213502269289
1;22;6;1;0.0
