;;0
1;37;5.091699515546738e-13
1;3;5.136257738927574e-13
1;54;4.1616337463131296e-13
1;15;4.0025937014821674e-16
1;7;1.90354122806934e-15
1;42;2.339821346907951e-13
1;1;9.440265612128022e-13
1;55;1.153465006256024e-12
1;45;6.110249022327079e-13
1;47;2.2608198137223726e-13
1;43;2.158507045974821e-13
1;48;2.0575176507504052e-13
1;44;1.9309494919036423e-13
1;2;1.0119299709127052e-12
1;52;9.869742442674035e-13
1;56;1.153465006256024e-12
1;4;1.3095441648696217e-13
1;8;1.6504135949798652e-15
1;21;3.991720623528291e-16
1;49;1.783380016993544e-15
1;40;7.811138270834049e-13
1;51;3.65672038700424e-13
1;5;1.3209678988262386e-13
1;53;2.047614046596106e-13
1;29;7.532879624170573e-13
1;61;7.532879624170573e-13
1;31;7.393281463677114e-13
1;16;4.2174056361001873e-16
1;32;7.31421194080786e-13
1;33;7.726839727781187e-13
1;19;7.380646737865427e-13
1;24;7.385345578475896e-13
1;30;7.341017213927579e-13
1;34;7.811138270834049e-13
1;58;1.153465006256024e-12
1;6;6.948537951999325e-15
1;20;3.237805649126027e-16
1;27;7.395684239267535e-13
1;28;7.395585848303987e-13
1;9;7.382975485346722e-13
1;35;9.440265612128022e-13
1;60;1.153465006256024e-12
1;46;2.0852144714854327e-13
1;12;7.726839727781187e-13
1;59;1.153465006256024e-12
1;13;3.5638937246618413e-13
1;14;4.23360523114253e-16
1;10;7.395749934610427e-13
1;36;7.393918827389798e-13
1;17;7.384077767349578e-13
1;57;1.153465006256024e-12
1;38;9.440265612128022e-13
1;50;1.153465006256024e-12
1;11;7.395665797730727e-13
1;25;7.960205164028493e-13
1;41;7.392653533771132e-13
1;18;3.094713728931123e-16
1;22;3.163122831740546e-16
1;23;2.0369248612747566e-13
1;39;7.397170257987296e-13
1;26;7.960205164028493e-13
2;37;8.407917897067635e-13
2;3;9.102374551187549e-13
2;54;2.6297659054337826e-12
2;15;4.011797614109432e-16
2;7;1.5729237016975736e-14
2;42;4.560532309309202e-13
2;1;1.1119404846117932e-12
2;55;2.6297659054337826e-12
2;45;1.1556581807261813e-12
2;47;4.597586850137464e-13
2;43;4.669481829972398e-13
2;48;4.639677810002951e-13
