;;;;0
1;37;1;1;5.361956321362865
1;37;1;2;1.0285891875556166
1;37;2;1;5.965481511253689
1;37;2;2;0.0
1;37;3;1;6.296206144731728
1;37;3;2;0.0
1;37;4;1;6.28686681709679
1;37;4;2;0.0
1;37;5;1;5.40086018639276
1;37;5;2;0.0
1;37;6;1;5.475838793477058
1;37;6;2;0.0
1;37;7;1;5.343139166951338
1;37;7;2;0.0
1;37;8;1;5.4264159551179
1;37;8;2;0.0
1;37;9;1;10.264194461149193
1;37;9;2;2.3090844293258797
1;37;10;1;10.051516979471314
1;37;10;2;0.0
1;37;11;1;9.955126075168538
1;37;11;2;0.0
1;37;12;1;9.97495674763463
1;37;12;2;0.0
1;37;13;1;9.748652429399232
1;37;13;2;0.0
1;37;14;1;9.795243003512407
1;37;14;2;0.0
1;37;15;1;9.708883290449988
1;37;15;2;0.0
1;37;16;1;9.743138121677822
1;37;16;2;0.0
1;37;17;1;10.264205230401117
1;37;17;2;2.3090841908148505
1;37;18;1;10.051503700416307
1;37;18;2;0.0
1;37;19;1;9.9551253585984
1;37;19;2;0.0
1;37;20;1;9.974948816985703
1;37;20;2;0.0
1;37;21;1;9.748668429306784
1;37;21;2;0.0
1;37;22;1;9.795265666152098
1;37;22;2;0.0
1;37;23;1;9.708898171863746
1;37;23;2;0.0
1;37;24;1;9.743144527571339
1;37;24;2;0.0
1;37;25;1;10.264069749554423
1;37;25;2;2.309093583676655
1;37;26;1;10.05143795406516
1;37;26;2;0.0
1;37;27;1;9.955091617642337
1;37;27;2;0.0
1;37;28;1;9.974710846639075
1;37;28;2;0.0
1;37;29;1;9.747363739582793
1;37;29;2;0.0
1;37;30;1;9.794993850707174
1;37;30;2;0.0
1;37;31;1;9.708659814492071
1;37;31;2;0.0
1;37;32;1;9.741156708697888
1;37;32;2;0.0
1;37;33;1;10.264073508477603
1;37;33;2;2.309093213000495
1;37;34;1;10.05144079759914
1;37;34;2;0.0
1;37;35;1;9.955090384898297
1;37;35;2;0.0
1;37;36;1;9.974689608069028
1;37;36;2;0.0
1;37;37;1;9.74736314311414
1;37;37;2;0.0
1;37;38;1;9.795035329935867
1;37;38;2;0.0
1;37;39;1;9.708665344167787
1;37;39;2;0.0
1;37;40;1;9.741152919592851
1;37;40;2;0.0
