;;0
1;37;4.608995558234179e-17
1;3;3.7907346695567713e-17
1;54;2.647558233916151e-18
1;15;6.543576870599015e-17
1;7;4.057120662399281e-17
1;42;8.742600979380187e-17
1;1;1.8599924758623774e-17
1;55;3.7827812671163498e-19
1;45;5.656294247153172e-17
1;47;2.644066649994128e-18
1;43;5.242963116645708e-17
1;48;2.6441254231067558e-18
1;44;8.730449942969028e-17
1;2;9.666786800437909e-16
1;52;2.638045914010864e-18
1;56;3.7827812671163498e-19
1;4;5.763839355454983e-17
1;8;5.056449086233359e-17
1;21;6.336579173780698e-17
1;49;2.650093938644979e-18
1;40;3.047134056708871e-16
1;51;2.7308891063154396e-18
1;5;5.766431085224849e-17
1;53;2.6473804508563242e-18
1;29;7.652835273405935e-17
1;61;7.652835273405935e-17
1;31;9.116909994093998e-18
1;16;6.598302635413002e-17
1;32;6.533150714216917e-16
1;33;1.3009270116196768e-16
1;19;9.005832938502616e-17
1;24;7.451833206680826e-17
1;30;2.905460608230508e-16
1;34;3.047134056708871e-16
1;58;3.7827812671163498e-19
1;6;3.764287244008151e-17
1;20;1.5928005281021096e-16
1;27;3.6553972383760406e-17
1;28;3.706441032565031e-17
1;9;8.2311803595658e-17
1;35;1.8599924758623774e-17
1;60;3.7827812671163498e-19
1;46;8.221808743022676e-17
1;12;1.3009270116196768e-16
1;59;3.7827812671163498e-19
1;13;8.144864119821773e-16
1;14;6.471724575369082e-17
1;10;3.620492099730397e-17
1;36;4.451880047095588e-17
1;17;7.868271707433128e-17
1;57;3.7827812671163498e-19
1;38;1.8599924758623774e-17
1;50;3.7827812671163498e-19
1;11;3.665493650766723e-17
1;25;3.218856532716951e-17
1;41;4.9489050542874467e-17
1;18;1.2894144429704192e-16
1;22;1.2997344121040312e-16
1;23;1.1126152562173745e-16
1;39;2.442741824092928e-17
1;26;3.218856532716951e-17
2;37;4.665590305110237e-17
2;3;3.946197178684538e-17
2;54;3.778190100879639e-19
2;15;7.13627089173633e-17
2;7;3.870167338048445e-17
2;42;8.397721058781492e-17
2;1;1.8606567138897818e-17
2;55;3.778190100879639e-19
2;45;5.77977719343239e-17
2;47;2.646569809005711e-18
2;43;5.215223077206395e-17
2;48;2.6470038842882857e-18
2;44;8.605246548627855e-17
2;2;1.2709875279906713e-15
2;52;2.731340108022769e-18
2;56;2.651080227925144e-18
